Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
leaving marital home before divorce,13,13,30,0,1.16,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.23,61400000,"[100,27,18,27,18,18,18,27,18,18,18,18]",2026-04-09,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
can a divorced wife collect social security,31,31,140,50,0.07,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.2,20100000,"[100,100,64,64,64,64,100,64,52,82,100,100]",2026-03-31,"Video, Related searches, AI overview",informational,Organic
can a divorced wife collect social security,43,43,140,50,0.07,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.2,20100000,"[100,100,64,64,64,64,100,64,52,82,100,100]",2026-03-31,"Video, Related searches, AI overview",informational,Organic
new york divorce attorneys,26,26,320,50,11.99,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.52,0,"[100,0,0,0,0,1,7,10,8,8,8,8]",2026-03-13,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
new york divorce process,60,60,110,29,1.30,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.52,140000000,"[5,35,15,100,6,5,18,8,8,18,8,6]",2026-03-30,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
new york military divorce,13,13,40,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.16,125000000,"[28,28,28,28,42,28,57,100,71,71,71,100]",2026-03-20,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
new york military divorce,50,50,40,0,0.00,https://www.tullylegal.com/syracuse-family/military-divorce-lawyer/,0,0,0.00,0.16,125000000,"[28,28,28,28,42,28,57,100,71,71,71,100]",2026-03-20,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
new york military divorce,63,63,40,0,0.00,https://www.tullylegal.com/syracuse-family/military-divorce-lawyer/,0,0,0.00,0.16,125000000,"[28,28,28,28,42,28,57,100,71,71,71,100]",2026-03-20,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
new york military divorce,88,88,40,0,0.00,https://www.tullylegal.com/rochester-family/military-divorce-lawyer/,0,0,0.00,0.16,125000000,"[28,28,28,28,42,28,57,100,71,71,71,100]",2026-03-20,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
new york military divorce,91,91,40,0,0.00,https://www.tullylegal.com/rochester-family/military-divorce-lawyer/,0,0,0.00,0.16,125000000,"[28,28,28,28,42,28,57,100,71,71,71,100]",2026-03-20,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
best divorce lawyers in rochester ny,16,16,70,20,3.51,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.57,0,"[7,10,7,7,4,7,7,10,5,10,4,5]",2026-03-17,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
best divorce lawyers in rochester ny,56,56,70,20,3.51,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.57,0,"[7,10,7,7,4,7,7,10,5,10,4,5]",2026-03-17,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
best divorce lawyers in rochester ny,82,82,70,20,3.51,https://www.tullylegal.com/rochester-family/,0,0,0.00,0.57,0,"[7,10,7,7,4,7,7,10,5,10,4,5]",2026-03-17,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
military divorce online,13,13,30,28,11.47,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.38,116000000,"[9,9,14,9,9,9,19,19,14,14,14,14]",2026-04-18,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce spousal support,73,73,40,13,1.51,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.45,3570000,"[45,45,63,63,9,36,45,18,18,18,18,18]",2026-04-23,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
new mexico military divorce child support lawyer,61,61,110,2,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,129,"[2,2,2,0,0,5,35,43,35,66,100,23]",2026-03-12,"Local pack, Sitelinks, Video, AI overview",informational,Organic
new mexico military divorce child support lawyer,86,86,110,2,0.00,https://www.tullylegal.com/albany-divorce/military-divorce/,0,0,0.00,0,129,"[2,2,2,0,0,5,35,43,35,66,100,23]",2026-03-12,"Local pack, Sitelinks, Video, AI overview",informational,Organic
how to file uncontested divorce,48,48,50,54,2.24,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.72,188,"[43,12,3,3,12,3,15,15,28,12,28,12]",2026-03-23,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce law in nyc,59,59,480,34,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,7700000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2026-03-11,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
ny divorce status,3,3,40,41,0.00,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.04,127,"[27,27,45,45,36,27,63,18,36,45,36,63]",2026-05-04,"Video, People also ask, Related searches, AI overview",informational,AI overview
manhattan divorce lawyer,35,35,210,8,14.46,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.45,163000,"[18,18,18,29,35,35,100,100,66,43,54,54]",2026-04-01,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
military divorce attorneys okc,54,54,90,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,132,"[100,42,0]",2026-03-11,"Local pack, Video, Related searches, AI overview",informational,Organic
military divorce attorneys okc,99,99,90,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,132,"[100,42,0]",2026-03-11,"Local pack, Video, Related searches, AI overview",informational,Organic
ny divorce certificate,14,14,90,34,1.11,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.15,13900000,"[8,22,29,35,22,8,22,22,14,14,14,22]",2026-04-22,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
ny divorce certificate,23,23,90,34,1.11,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.15,13900000,"[8,22,29,35,22,8,22,22,14,14,14,22]",2026-04-22,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
divorce records ny state,31,31,110,52,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,119000000,"[17,23,35,17,7,12,23,12,100,43,28,35]",2026-04-03,"Sitelinks, Ads bottom, People also ask, Related searches",informational,Organic
divorce records ny state,58,58,110,52,1.02,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.4,119000000,"[17,23,35,17,7,12,23,12,100,43,28,35]",2026-04-03,"Sitelinks, Ads bottom, People also ask, Related searches",informational,Organic
divorce records ny state,68,68,110,52,1.02,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.4,119000000,"[17,23,35,17,7,12,23,12,100,43,28,35]",2026-04-03,"Sitelinks, Ads bottom, People also ask, Related searches",informational,Organic
divorce rules in new york,58,58,30,34,6.43,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.27,138000000,"[5,5,11,0,11,0,11,41,29,41,23,23]",2026-03-22,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
divorce rules in new york,90,90,30,34,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,138000000,"[5,5,11,0,11,0,11,41,29,41,23,23]",2026-03-22,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
divorce rules in new york,98,98,30,34,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,138000000,"[5,5,11,0,11,0,11,41,29,41,23,23]",2026-03-22,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
steps to filing divorce,10,10,140,39,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,145,"[53,100,100,42,53,42,53,53,53,53,42,42]",2026-03-23,"Video, Video Carousel, Related searches, AI overview",informational,Organic
divorce attorney bronx ny,15,15,390,8,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1520000,"[19,100,100,29,44,29,29,36,29,36,23,36]",2026-04-24,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
westchester county divorce attorneys,48,48,30,29,10.95,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.84,117,"[23,14,4,0,0,14,0,0,0,80,14,4]",2026-04-15,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
divorce lawyers in new york state,38,38,40,42,10.91,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.1,123000000,"[18,18,18,18,18,27,100,100,36,36,36,36]",2026-05-03,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce lawyers in new york state,43,43,40,42,10.91,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.1,123000000,"[18,18,18,18,18,27,100,100,36,36,36,36]",2026-05-03,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
new york divorce records online free,17,17,170,37,0.73,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.61,203000000,"[43,54,35,43,18,22,35,35,29,35,35,35]",2026-04-21,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
how to file for divorce in new york state,29,29,260,36,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,213000000,"[23,15,10,10,54,15,54,23,23,23,29,54]",2026-03-22,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to file for divorce in new york state,39,39,260,36,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,213000000,"[23,15,10,10,54,15,54,23,23,23,29,54]",2026-03-22,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce attorney brooklyn,54,54,260,14,16.56,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.74,5830000,"[39,11,11,21,32,17,21,21,39,48,17,59]",2026-04-20,"Local pack, Video, Image, Related searches, Discussions and forums, AI overview",commercial,Organic
ny divorce records online,19,19,50,44,1.07,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.41,0,"[22,22,22,22,22,22,22,100,77,77,100,100]",2026-03-19,Related searches,informational,Organic
ny divorce records online,28,28,50,44,1.07,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.41,0,"[22,22,22,22,22,22,22,100,77,77,100,100]",2026-03-19,Related searches,informational,Organic
does a trust protect assets from divorce,31,31,170,9,0.77,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.09,135,"[52,80,100,80,80,52,100,80,80,100,66,100]",2026-03-31,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
military divorce glendale,81,81,50,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.33,213000,"[22,22,22,33,55,33,77,77,77,100,44,55]",2026-03-25,"Video, AI overview",informational,Organic
divorce attorney westchester county ny,43,43,170,26,10.95,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.84,139,"[35,43,22,43,54,81,14,29,43,54,14,14]",2026-03-27,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
ny uncontested divorce forms,28,28,140,33,2.10,https://www.tullylegal.com/our-firm/news/new-process-simplifies-uncontested-joint-divorce-in-new-york/,0,0,0.00,0.32,3410000,"[22,14,81,2,66,8,100,18,14,22,10,8]",2026-04-22,"Video, People also ask, Related searches",informational,Organic
divorce lawyer syracuse,28,28,90,20,4.47,https://www.tullylegal.com/syracuse-family/divorce-lawyer/,0,0,0.00,0.7,1010000,"[100,3,6,28,21,15,34,28,28,21,3,6]",2026-04-16,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
divorce lawyer syracuse,35,35,90,20,4.47,https://www.tullylegal.com/syracuse-family/divorce-lawyer/,0,0,0.00,0.7,1010000,"[100,3,6,28,21,15,34,28,28,21,3,6]",2026-04-16,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
divorce lawyer syracuse,44,44,90,20,4.47,https://www.tullylegal.com/syracuse-family/,0,0,0.00,0.7,1010000,"[100,3,6,28,21,15,34,28,28,21,3,6]",2026-04-16,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
divorce lawyer syracuse,55,55,90,20,4.47,https://www.tullylegal.com/syracuse-family/,0,0,0.00,0.7,1010000,"[100,3,6,28,21,15,34,28,28,21,3,6]",2026-04-16,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
divorce attorneys rochester ny,26,26,90,17,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.59,488000,"[21,21,28,28,50,50,100,100,100,100,100,100]",2026-04-09,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
average cost of gray divorce,18,18,40,0,0.00,https://www.tullylegal.com/resources/articles/what-is-gray-divorce-and-how-can-it-affect-assets-and-retirement-planning/,0,0,0.00,0,186,"[80,80,100]",2026-04-14,"Video, People also ask, AI overview",informational,Organic
where to find experienced divorce lawyers in nyc,51,51,70,51,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,133000000,"[28,100,78,64,7,0]",2026-05-03,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
where to find experienced divorce lawyers in nyc,79,79,70,51,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,133000000,"[28,100,78,64,7,0]",2026-05-03,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
where to find experienced divorce lawyers in nyc,80,80,70,51,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,133000000,"[28,100,78,64,7,0]",2026-05-03,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
divorce attorney westchester county,79,79,170,37,10.95,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.84,735000,"[35,14,18,29,66,81,29,29,43,54,14,14]",2026-04-22,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
top-rated attorneys military pension division nyc divorce,62,62,40,0,0.00,https://www.tullylegal.com/buffalo-family/military-divorce-lawyer/,0,0,0.00,0,632000,"[45,63,27,100,0,0]",2026-04-23,"Video, People also ask, AI overview",informational,Organic
is divorce public record,24,0,590,32,0.78,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.39,125,"[100,67,81,54,54,54,81,67,67,81,54,23]",2026-05-05,"Sitelinks, Video, People also ask, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
steps in an uncontested divorce,44,44,40,12,1.98,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.38,178,"[100,18,100,18,27,18,18,36,18,18,18,18]",2026-04-27,"Video, People also ask, Related searches, AI overview",informational,Organic
